tag	text
0	"If we are going to disclose your personal information in response to legal process, we will give you notice so you can challenge it (for example by seeking court intervention), unless we are prohibited by law or believe doing so may endanger others or cause illegal conduct."
0	We will object to legal requests for information about users of our Services that we believe are improper.
0	"We may share personal information if we believe that your actions are inconsistent with our user agreements or policies, if we believe that you have violated the law, or if we believe it is necessary to protect the rights, property, and safety of Medium, our users, the public, or others."
0	We share personal information with our lawyers and other professional advisors where necessary to obtain advice or otherwise protect and manage our business interests.
0	"We may share personal information in connection with, or during negotiations concerning, any merger, sale of company assets, financing, or acquisition of all or a portion of our business by another company."
0	"Personal information is shared between and among Medium and our current and future parents, affiliates, and subsidiaries and other companies under common control and ownership."
0	We share personal information with your consent or at your direction.
0	We also share aggregated or de-identified information that cannot reasonably be used to identify you.
0	THIRD-PARTY EMBEDS
0	Medium does not host some of the content displayed on our Services.
0	"Users have the ability to post content that is actually hosted by a third party, but is embedded in our pages (an “Embed”). "
0	"When you interact with an Embed, it can send information about your interaction to the hosting third party just as if you were visiting the third party’s site directly."
0	"For example, when you load a Medium post page with a YouTube video Embed and watch the video, YouTube receives information about your activity, such as your IP address and how much of the video you watch."
0	Medium does not control what information third parties collect through Embeds or what they do with the information.
0	This Privacy Policy does not apply to information collected through Embeds.
0	TRANSFER OF INFORMATION TO THE UNITED STATES AND OTHER COUNTRIES
0	"Medium is headquartered in the United States, and we have operations and service providers in the United States and other countries. "
1	"Therefore, we and our service providers may transfer your personal information to, or store or access it in, jurisdictions that may not provide levels of data protection that are equivalent to those of your home jurisdiction."
1	"For example, we transfer personal data to Amazon Web Services, one of our service providers that processes personal information for us in various data center locations across the globe, including those listed here. "
1	We will take steps to ensure that your personal information receives an adequate level of protection in the jurisdictions in which we process it.
0	YOUR CHOICES
0	Account Information
0	"You may access, correct, delete and export your account information at any time by logging into the Services and navigating to the Settings page. "
0	"Please note that if you choose to delete your account, we may continue to retain certain information about you as required by law or for our legitimate business purposes."
0	Cookies
0	Most web browsers are set to accept cookies by default.
0	"If you prefer, you can usually adjust your browser settings to remove or reject browser cookies."
0	Please note that removing or rejecting cookies could affect the availability and functionality of our Services.
0	Communications Preferences
0	"You may opt out of receiving certain communications from us, such as digests, newsletters, and activity notifications, by following the instructions in those communications or through your account’s Settings page."
0	"If you opt out, we may still send you administrative emails, such as those about your account or our ongoing business relations."
0	Mobile Push Notifications
0	"With your consent, we may send push notifications to your mobile device."
0	You can deactivate these messages at any time by changing the notification settings on your mobile device.
0	Data Retention
0	We store personal data associated with your account for as long as your account remains active.
0	"If you close your account, we will delete your account data within 14 days."
0	"We store other personal data for as long as necessary to carry out the purposes for which we originally collected it and for other legitimate business purposes, including to meet our legal, regulatory, or other compliance obligations."
0	Data Subject Requests
0	"Subject to certain limitations, you have the right to request access to the personal data we hold about you and to receive your data in a portable format, the right to ask that your personal data be corrected or erased, and the right to object to, or request that we restrict, certain processing. "
0	To exercise your rights:
0	"If you sign up for a Medium account, you may at any time request an export of your personal information from the Settings page, or by going to Settings and then selecting Account within our app."
0	"You may correct information associated with your account from the Settings page, or by going to Settings and then selecting Account within our app, and the Customize Your Interests page to update your interests."
0	"You may withdraw consent by deleting your account at any time through the Settings page, or by going to Settings and then selecting Account within our app (except to the extent Medium is prevented by law from deleting your information)."
0	You may object at any time to the use of your personal data by contacting privacy@medium.com.
0	Questions or Complaints
0	"If you have a concern about our processing of personal data that we are not able to resolve, you have the right to lodge a complaint with the Data Protection Authority where you reside."
0	Contact details for your Data Protection Authority can be found using the links below:
