tag	text
0	"- **Pixel Tags/Web Beacons:** A pixel tag (also known as a web beacon) is a piece of code embedded in the Services that collects information about engagement on the Services. The use of a pixel tag allows us to record, for example, that a user has visited a particular web page or clicked on a particular advertisement. We may also include web beacons in e-mails to understand whether messages have been opened, acted on, or forwarded."
1	"**Analytics:** We may also use third-party service providers to collect and process analytics and other information on our Services. These third-party service providers may use cookies, pixel tags, web beacons or other storage technology to collect and store analytics and other information. They have their own privacy policies addressing how they use the analytics and other information and we do not have access to, nor control over, third parties’ use of cookies or other tracking technologies."
0	**C. Information from Other Sources**
1	"We may obtain information about you from other sources, including through third-party services and organizations. For example, if you access our Services through a third-party application, such as a social networking site or a third-party login service, we may collect information about you from that third party that you have made available via your privacy settings."
0	"Should you choose to use the Google Contacts feature within our Services, we will have the ability to view your contacts via the Google People API. The sole use of this data is to populate the auto-completion of your contacts when sending invitation emails. Notion will not use this data for any other purpose."
0	## 2. How we use your information
0	"We use your personal information for a variety of business purposes, including to:"
0	"**Provide the Services or Requested Information, such as:**"
0	- Fulfilling our contract with you;
0	"- Identifying and communicating with you, including providing newsletters and marketing materials;"
0	- Managing your information;
0	- Processing your payments and otherwise servicing your purchase orders;
0	"- Responding to questions, comments, and other requests;"
0	"- Providing access to certain areas, functionalities, and features of our Services; and"
0	- Answering requests for customer or technical support.
0	"**Serve Administrative and Communication Purposes, such as:**"
0	"- Pursuing legitimate interests, such as direct marketing, research and development (including marketing research), network and information security, and fraud prevention;"
0	"- Sending communications about new product features, promotions, Notion's strategic partners, and other news about Notion;"
0	"- Measuring interest and engagement in our Services, including analyzing your usage of the Services;"
0	- Developing new products and services and improving the Services;
0	- Ensuring internal quality control and safety;
0	- Authenticating and verifying individual identities;
0	- Carrying out audits;
0	"- Communicating with you about your account, activities on our Services and Privacy Policy changes;"
0	- Preventing and prosecuting potentially prohibited or illegal activities;
0	- Enforcing our agreements;
0	- Complying with our legal obligations; and
0	"- If you register a Notion account with an email address provisioned by your organization, Notion may share your name, Workspace ID, and email address with your organization. If you registered to use Notion’s Services with such an email address, but you do not use the Services in connection with your organization and you do not wish for this information to be shared with your organization, you may transfer your account to a different email address. For information on how to change the email address associated with your Notion account please follow the instructions here: [https://www.notion.so/help/account-settings](https://www.notion.so/help/account-settings). If you would like additional assistance, please contact [team@makenotion.com](mailto:team@makenotion.com)."
0	"**Marketing of Products and Services:** We may use personal information to tailor and provide you with content and advertisements. If you have any questions about our marketing practices or if you would like to opt out of the use of your personal information for marketing purposes, you may contact us as set forth below."
0	**Consent:** We may use personal information for other purposes that are clearly disclosed to you at the time you provide personal information or with your consent.
0	"**De-identified and Aggregated Information Use:** We may use personal information and other data about you to create de-identified and/or aggregated information. De-identified and/or aggregated information is not personal information, and we may use and disclose such information in a number of ways, including research, internal analysis, analytics, and any other legally permissible purposes."
0	"**Process Information on Behalf of Our Customers:** Our customers may choose to use our Services to process certain data of their own, which may contain personal information. Such personal information that is processed by us on behalf of our customers, and our privacy practices will be governed by the contracts that we have in place with our customers, not this Privacy Policy."
0	"If you have any questions or concerns about how such personal information is handled or would like to exercise your rights, you should contact the person or entity (i.e., the data controller) who has contracted with us to use the Service to process this information. Our customers control the personal information in these cases and determine the security settings within the account, its access controls and credentials. We will, however, provide assistance to our customers to address any concerns you may have, in accordance with the terms of our contract with them."
0	We use the following sub-processors:
0	- [Amazon Web Services](https://aws.amazon.com/) (USA)
0	- [Amplitude](http://amplitude.com/) (USA)
0	- [Segment](http://segment.com/) (USA)
0	- [Firebase](https://firebase.google.com/) (USA)
0	- [Intercom](https://www.intercom.io/) (USA)
0	- [Loggly](http://loggly.com/) (USA)
0	- [Snowflake](https://www.snowflake.com/) (USA)
0	- [Fivetran](https://fivetran.com/) (USA)
0	- [Stripe](http://stripe.com) (USA)
0	- [Datadog](https://www.datadoghq.com/) (USA)
0	- [Sentry](https://sentry.io/) (USA)
0	**How We Use Automatic Collection Technologies:** Our uses of Technologies fall into the following general categories:
0	- Operationally Necessary;
0	- Performance Related;
0	- Functionality Related; and
0	- Advertising or Targeting Related.
0	"**Cross-Device Tracking:** Your browsing activity may be tracked across different websites and different devices or apps. For example, we may attempt to match your browsing activity on your mobile device with your browsing activity on your laptop. To do this our technology partners may share data, such as your browsing patterns, geo-location and device identifiers, and will match the information of the browser and devices that appear to be used by the same person."
0	## 3. Disclosing your information to third parties
0	We may share your personal information with the following categories of third parties:
0	"**Service Providers:** We may share any personal information we collect about you with our third-party service providers. The categories of service providers to whom we entrust personal information include service providers for: (i) the provision of the Services; (ii) the provision of information, products, and other services you have requested; (iii) marketing and advertising; (iv) payment and transaction processing; (v) customer service activities; and (vi) the provision of IT and related services."
0	**Business Partners:** We may provide personal information to business partners to provide you with a product or service you have requested. We may also provide personal information to business partners with whom we jointly offer products or services.
0	**Affiliates:** We may share personal information with our affiliated entities.
0	"**Advertising Partners:** We do not share your information, including personal information, to advertise any third party’s products or services via the Services. We may use and share your personal information with third-party advertising partners to market our own Services and grow our Services’ user base, such as to provide targeted marketing about our own Services via third-party services. If you prefer not to share your personal information with third-party advertising partners, you may follow the instructions below."
1	"We may share your personal information with other third parties, including other users, in the following circumstances:"
1	"**Workspaces Accessible by Other Users:** When you submit personal information in a workspace that can be accessed by others, such personal information may be displayed to other users in the same or connected workspaces. For example, your personal information may be included in your notes or reminders in a workspace which can be viewed by other users collaborating with you in that workspace. Further, your email address or photo may be displayed with your workspace profile to other users collaborating with you in that workspace."
1	"**Enterprise Workspaces:** We will share and disclose Enterprise Content in accordance with an Enterprise’s instructions, including any applicable terms in the Subscription Agreement and an Enterprise administrator’s use of the Services’ administrative functionality, and in compliance with applicable law and legal process. We may also allow an Enterprise to access the profile information of Authorized Users, including to allow such Enterprise to validate that such Authorized User is actually authorized by such Enterprise to use the Services."
0	"**Share Content with Friends or Colleagues:** Our Services may allow you to provide information about your friends, and may allow you to forward or share certain content with a friend or colleague, such as an invitation email."
1	"**Disclosures to Protect Us or Others:** We may access, preserve, and disclose any information we store in association with you to external parties if we, in good faith, believe doing so is required or appropriate to: (i) comply with law enforcement or national security requests and legal process, such as a court order or subpoena; (ii) protect your, our, or others’ rights, property, or safety; (iii) enforce our policies or contracts; (iv) collect amounts owed to us; or (v) assist with an investigation and prosecution of suspected or actual illegal activity."
1	"**Disclosure in the Event of Merger, Sale, or Other Asset Transfer:** If we are involved in a merger, acquisition, financing due diligence, reorganization, bankruptcy, receivership, purchase or sale of assets, or transition of service to another provider, then your information may be sold or transferred as part of such a transaction, as permitted by law and/or contract."
0	## 4. International Data Transfers
0	"All information processed by us may be transferred, processed, and stored anywhere in the world, including but not limited to, the United States or other countries, which may have data protection laws that are different from the laws where you live. We endeavor to safeguard your information consistent with the requirements of applicable laws."
0	## 5. Your Choices
0	"**General:** You may have the right to object to or opt out of certain uses of your personal information. Where you have consented to the processing of your personal information, you may withdraw that consent at any time by contacting us as described below. Even if you opt out, we may still collect and use non-personal information regarding your activities on our Services and for other legal purposes as described above."
0	"**Email Communications:** If you receive an unwanted email from us, you can use the unsubscribe link found at the bottom of the email to opt out of receiving future emails. Note that you will continue to receive transaction-related emails regarding products or services you have requested. We may also send you certain non-promotional communications regarding us and our Services, and you will not be able to opt out of those communications (e.g., communications regarding the Services or updates to this Privacy Policy)."
0	"**Mobile Devices:** We may send you push notifications through our Apps. You may at any time opt out from receiving these types of communications by changing the settings on your mobile device. With your consent, we may also collect precise location information if you use our Apps. You may opt out of this collection by changing the settings on your mobile device."
0	"**“Do Not Track”:** Your browser may offer you a “Do Not Track” option, which allows you to signal to operators of websites and web applications and Service that you do not wish such operators to track certain of your online activities over time and/or across different websites. If your browser is set to “Do Not Track”, Notion will attempt to honor this functionality. However, our third party service providers may use their own cookies, pixel tags, web beacons or other storage technology to collect and store Log Data or information from elsewhere on the internet, and we do not have access to, nor control over, a third parties’ use of cookies or other tracking technologies."
0	"**Cookies and Interest-Based Advertising:** You may stop or restrict the placement of Technologies on your device or remove them by adjusting your preferences as your browser or device permits. Please note that cookie-based opt-outs are not effective on mobile applications. However, you may opt-out of personalized advertisements on some mobile applications by following the instructions for [Android](https://support.google.com/googleplay/android-developer/answer/6048248?hl=en) and [iOS](https://support.apple.com/en-us/HT202074). The online advertising industry also provides websites from which you may opt out of receiving targeted ads from data partners and other advertising partners that participate in self-regulatory programs. You can access these websites and learn more about targeted advertising and consumer choice and privacy, at [www.networkadvertising.org/managing/opt_out.asp](http://www.networkadvertising.org/managing/opt_out.asp), [http://www.youronlinechoices.eu/](http://www.youronlinechoices.eu/), [https://youradchoices.ca/choices/](https://youradchoices.ca/choices/), and [www.aboutads.info/choices/](http://www.aboutads.info/choices/)."
0	Please note you must separately opt out in each browser and on each device.
0	## 6. Your Privacy Rights
0	"Depending upon your location and in accordance with applicable laws, you may have the right to:"
0	"- **Access** personal information about you consistent with legal requirements. In addition, you may have the right in some cases to receive or have your electronic personal information transferred to another party."
0	- **Request Correction** of your personal information where it is inaccurate or incomplete.
0	"- **Request Deletion** of your personal information, subject to certain exceptions prescribed by law."
0	"- **Request Restriction or Object to Processing** of your personal information, including the right to opt in or opt out of the sale of your personal information to third parties."
0	- **Not be Discriminated Against** by us for exercising your privacy rights.
0	"If you would like to exercise any of these rights, please contact us as set forth below. We will process such requests in accordance with applicable laws. To protect your privacy, we will take steps to verify your identity before fulfilling your request, such as by requiring you to submit your request via your account."
0	## 7. Data Retention
0	"We store the personal information we receive as described in this Privacy Policy for as long as you use our Services or as necessary to fulfill the purpose(s) for which it was collected, provide our Services, resolve disputes, establish legal defenses, conduct audits, pursue legitimate business purposes, enforce our agreements, and comply with applicable laws."
0	## 8. Security of your Information
0	"We take steps to ensure that your information is treated securely and in accordance with this Privacy Policy. Unfortunately, no system is 100% secure, and we cannot ensure or warrant the security of any information you provide to us. To the fullest extent permitted by applicable law, we do not accept liability for unauthorized disclosure."
0	"By using the Services or providing personal information to us, you agree that we may communicate with you electronically regarding security, privacy, and administrative issues relating to your use of the Services. If we learn of a security system’s breach, we may attempt to notify you electronically by posting a notice on the Services, by mail or by sending an email to you."
0	## 9. Third-Party Websites/Applications
1	"The Services may contain links to other websites/applications and other websites/applications may reference or link to our Services. These third-party services are not controlled by us. We encourage our users to read the privacy policies of each website and application with which they interact. We do not endorse, screen or approve, and are not responsible for, the privacy practices or content of such other websites or applications. Visiting these other websites or applications is at your own risk."
0	## 10. Children's Information
0	"The Services are not directed to children under 13 (or other age as required by local law), and we do not knowingly collect personal information from children. If you learn that your child has provided us with personal information without your consent, you may contact us as set forth below. If we learn that we have collected a child’s personal information in violation of applicable law, we will promptly take steps to delete such information and terminate the child’s account."
0	## 11. Supervisory Authority
0	"If you are located in the European Economic Area or the UK, you have the right to lodge a complaint with a supervisory authority if you believe our processing of your personal information violates applicable law."
0	## 12. California Privacy Notice
0	This Privacy Notice applies to California consumers and supplements the Privacy Policy.
0	"**California Shine the Light Law:** The California “Shine the Light” law permits users who are California residents to request and obtain from us once a year, free of charge, a list of the third parties to whom we have disclosed their personal information (if any) for their direct marketing purposes in the prior calendar year, as well as the type of personal information disclosed to those parties. To make such a request from us, if entitled, please use the contact information listed below."
0	"**California Consumer Privacy Act (CCPA):** In the preceding 12 months, we have not disclosed your personal information to any third party in a manner that would be considered a sale under the CCPA."
0	**Information We Collect and Disclose**
0	"For purposes of the CCPA, we have collected the following categories of consumers’ personal information, and disclosed the personal information to the following categories of third parties for a business purpose, in the last 12 months:"
0	[CCPA Categories](https://www.notion.so/9593ef2fc14741e1af6932cb95d160bb)
0	## 13. **Changes to Our Privacy Policy**
0	"We may revise this Privacy Policy from time to time in our sole discretion. If there are any material changes to this Privacy Policy, we will notify you as required by applicable law. You understand and agree that you will be deemed to have accepted the updated Privacy Policy if you continue to use the Services after the new Privacy Policy takes effect."
0	**Contact us:**
0	"If you have any questions about our privacy practices or this Privacy Policy, please contact us at:"
0	"Notion Labs, Inc."
0	548 Market St #74567
0	"San Francisco, CA 94104-5401"
0	United States
0	[team@makenotion.com](mailto:team@makenotion.com)
0	"We have updated our Privacy Policy. If You are a new User, then this Privacy Policy will be effective as of November 1, 2021. If You are an existing User, we are providing you with prior notice of these changes which will be effective as of December 1, 2021."
0	"Last updated: November 1, 2021"
